collected_at_utc,source_type,company,title,location,team,url,external_id,posted_at,description_snippet
2026-08-29 16:13:28,greenhouse,airbnb,"Automation Engineer, Quality Engineering",,,https://careers.airbnb.com/positions/8154749?gh_jid=8154749,greenhouse::8154749,2026-08-24T15:41:54-04:00,
2026-08-29 16:13:28,greenhouse,airbnb,"Senior Software Engineer, Reliability Engineering Team",,,https://careers.airbnb.com/positions/8026696?gh_jid=8026696,greenhouse::8026696,2026-06-25T12:16:07-04:00,
2026-08-29 16:13:28,greenhouse,airbnb,"Senior Web Automation Engineer, Quality Platform",,,https://careers.airbnb.com/positions/7863467?gh_jid=7863467,greenhouse::7863467,2026-08-03T18:41:37-04:00,
2026-08-29 16:13:28,greenhouse,anthropic,"DevOps / AgentOps Engineer, GTM Systems",,,https://job-boards.greenhouse.io/anthropic/jobs/5392856008,greenhouse::5392856008,2026-08-21T12:51:05-04:00,
2026-08-29 16:13:28,greenhouse,anthropic,"IT Systems Engineer, Mobile Client Platform Engineer",,,https://job-boards.greenhouse.io/anthropic/jobs/5396384008,greenhouse::5396384008,2026-08-24T17:20:13-04:00,
2026-08-29 16:13:28,greenhouse,anthropic,"Machine Learning Infrastructure Engineer, Safeguards Research",,,https://job-boards.greenhouse.io/anthropic/jobs/5364804008,greenhouse::5364804008,2026-08-21T12:50:40-04:00,
2026-08-29 16:13:28,greenhouse,anthropic,"Staff+ Infrastructure Engineer, Cluster Infrastructure",,,https://job-boards.greenhouse.io/anthropic/jobs/5206978008,greenhouse::5206978008,2026-08-21T12:49:54-04:00,
2026-08-29 16:13:28,greenhouse,anthropic,"Staff+ Site Reliability Engineer, Safeguards ML Infra",,,https://job-boards.greenhouse.io/anthropic/jobs/5230394008,greenhouse::5230394008,2026-08-21T12:50:17-04:00,
2026-08-29 16:13:28,jobicy,Astronomer,Customer Reliability Engineer - Infrastructure,USA,Technical Support,https://jobicy.com/jobs/147812-customer-reliability-engineer-infrastructure,jobicy::147812,2026-08-27T04:10:07+00:00,"Astronomer empowers data teams to bring mission-critical software, analytics, and AI to life and is the company behind Astro, the industry-leading unified DataOps platform powered by Apache Airflow®. Astro accelerates building reliable data products that unlock insights, unleash AI value, and powers"
2026-08-29 16:13:28,jobicy,Branch,Cloud Operations Engineer,USA,DevOps & Infrastructure,https://jobicy.com/jobs/151694-cloud-operations-engineer-2,jobicy::151694,2026-08-26T04:57:00+00:00,"About us: Branch is on a mission to empower workers with financial freedom. We do this by helping companies accelerate payments and providing working Americans with accessible, free financial services. We’re committed to building and delivering more inclusive, transparent, and frictionless financial"
2026-08-29 16:13:28,jobicy,Branch,Senior Database Reliability Engineer (DBRE),USA,DevOps & Infrastructure,https://jobicy.com/jobs/151712-senior-database-reliability-engineer-dbre,jobicy::151712,2026-08-26T05:02:01+00:00,"About us: Branch is on a mission to empower workers with financial freedom. We do this by helping companies accelerate payments and providing working Americans with accessible, free financial services. We’re committed to building and delivering more inclusive, transparent, and frictionless financial"
2026-08-29 16:13:28,greenhouse,canonical,Kernel Build Automation Engineer - Ubuntu Linux,,,https://job-boards.greenhouse.io/canonical/jobs/7334725,greenhouse::7334725,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,greenhouse,canonical,MAAS Data Center Infrastructure Engineer (Toronto area),,,https://job-boards.greenhouse.io/canonical/jobs/6177790,greenhouse::6177790,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,jobicy,Canonical,Senior Site Reliability / Gitops Engineer,Anywhere,DevOps & Infrastructure,https://jobicy.com/jobs/149544-senior-site-reliability-gitops-engineer,jobicy::149544,2026-08-22T16:15:07+00:00,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers inclu"
2026-08-29 16:13:28,greenhouse,canonical,Senior Site Reliability / Gitops Engineer,,,https://job-boards.greenhouse.io/canonical/jobs/5517891,greenhouse::5517891,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,jobicy,Canonical,Senior Site Reliability Engineer,Anywhere,DevOps & Infrastructure,https://jobicy.com/jobs/149557-senior-site-reliability-engineer-5,jobicy::149557,2026-08-22T17:10:08+00:00,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers includ"
2026-08-29 16:13:28,greenhouse,canonical,Senior Site Reliability Engineer,,,https://job-boards.greenhouse.io/canonical/jobs/3029798,greenhouse::3029798,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,jobicy,Canonical,Site Reliability / Gitops Engineer,Anywhere,DevOps & Infrastructure,https://jobicy.com/jobs/149553-site-reliability-gitops-engineer,jobicy::149553,2026-08-22T16:10:02+00:00,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers inclu"
2026-08-29 16:13:28,greenhouse,canonical,Site Reliability / Gitops Engineer,,,https://job-boards.greenhouse.io/canonical/jobs/1747487,greenhouse::1747487,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,greenhouse,canonical,Site Reliability Engineer,,,https://job-boards.greenhouse.io/canonical/jobs/4468036,greenhouse::4468036,2026-08-05T18:23:33-04:00,
2026-08-29 16:13:28,jobicy,Clickhouse,Cloud Database Infrastructure Engineer,USA,DevOps & Infrastructure,https://jobicy.com/jobs/151713-cloud-database-infrastructure-engineer,jobicy::151713,2026-08-26T05:02:21+00:00,"About ClickHouse Recognized on the 2025 Forbes Cloud 100 list, ClickHouse is one of the most innovative and fast-growing private cloud companies. With more than 4,000 customers and ARR that has grown over 250 percent year over year, ClickHouse leads the market in real-time analytics, data warehousin"
2026-08-29 16:13:28,greenhouse,clickhouse,Cloud Database Infrastructure Engineer,,,https://job-boards.greenhouse.io/clickhouse/jobs/5778617004,greenhouse::5778617004,2026-05-19T09:23:38-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Database Reliability Engineer - Core Team,,,https://job-boards.greenhouse.io/clickhouse/jobs/5843421004,greenhouse::5843421004,2026-04-01T20:22:42-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Database Reliability Engineer - Core Team,,,https://job-boards.greenhouse.io/clickhouse/jobs/5843425004,greenhouse::5843425004,2026-04-01T20:22:48-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Database Reliability Engineer - Core Team,,,https://job-boards.greenhouse.io/clickhouse/jobs/5843424004,greenhouse::5843424004,2026-04-01T20:22:47-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Database Reliability Engineer - Core Team,,,https://job-boards.greenhouse.io/clickhouse/jobs/5843423004,greenhouse::5843423004,2026-04-01T20:22:45-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Database Reliability Engineer - Core Team,,,https://job-boards.greenhouse.io/clickhouse/jobs/5843422004,greenhouse::5843422004,2026-04-01T20:22:44-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Data Infrastructure Engineer,,,https://job-boards.greenhouse.io/clickhouse/jobs/5778616004,greenhouse::5778616004,2026-07-22T15:18:52-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Data Infrastructure Engineer,,,https://job-boards.greenhouse.io/clickhouse/jobs/5778615004,greenhouse::5778615004,2026-07-22T15:18:20-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Engineer,,,https://job-boards.greenhouse.io/clickhouse/jobs/5994726004,greenhouse::5994726004,2026-06-04T14:44:10-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Engineer,,,https://job-boards.greenhouse.io/clickhouse/jobs/5994727004,greenhouse::5994727004,2026-07-23T11:41:21-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Engineer - Product Metrics,,,https://job-boards.greenhouse.io/clickhouse/jobs/6101326004,greenhouse::6101326004,2026-07-01T16:40:07-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Engineer - Product Metrics,,,https://job-boards.greenhouse.io/clickhouse/jobs/6101325004,greenhouse::6101325004,2026-07-01T16:39:46-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Cloud Engineer - Product Metrics,,,https://job-boards.greenhouse.io/clickhouse/jobs/6107163004,greenhouse::6107163004,2026-07-01T16:38:42-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Infrastructure Engineer - Postgres,,,https://job-boards.greenhouse.io/clickhouse/jobs/5706417004,greenhouse::5706417004,2026-03-27T09:46:40-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Infrastructure Engineer - Postgres,,,https://job-boards.greenhouse.io/clickhouse/jobs/5717944004,greenhouse::5717944004,2026-03-27T09:46:40-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- EMEA(Remote),,,https://job-boards.greenhouse.io/clickhouse/jobs/6114708004,greenhouse::6114708004,2026-07-31T10:24:07-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- Remote,,,https://job-boards.greenhouse.io/clickhouse/jobs/5828333004,greenhouse::5828333004,2026-03-27T09:46:40-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- Remote,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819756004,greenhouse::5819756004,2026-07-31T10:23:53-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- Remote,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819755004,greenhouse::5819755004,2026-07-13T12:32:03-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- Remote,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819757004,greenhouse::5819757004,2026-03-27T09:46:40-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Site Reliability Engineer- Remote,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819754004,greenhouse::5819754004,2026-03-27T09:46:40-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Software Engineer - Cloud Infrastructure,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819676004,greenhouse::5819676004,2026-07-29T15:07:59-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Software Engineer - Cloud Infrastructure,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819674004,greenhouse::5819674004,2026-07-29T15:07:49-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Software Engineer - Cloud Infrastructure,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819678004,greenhouse::5819678004,2026-07-29T15:09:10-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Software Engineer - Cloud Infrastructure,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819677004,greenhouse::5819677004,2026-07-29T15:08:36-04:00,
2026-08-29 16:13:28,greenhouse,clickhouse,Senior Software Engineer - Cloud Infrastructure,,,https://job-boards.greenhouse.io/clickhouse/jobs/5819679004,greenhouse::5819679004,2026-07-29T15:09:23-04:00,
2026-08-29 16:13:28,greenhouse,cloudflare,Senior Network Reliability Engineer,,,https://boards.greenhouse.io/cloudflare/jobs/7649981?gh_jid=7649981,greenhouse::7649981,2026-08-27T17:09:07-04:00,
2026-08-28 21:43:19,greenhouse,cloudflare,"Senior Systems Reliability Engineer (SRE), Edge",,,https://boards.greenhouse.io/cloudflare/jobs/8161940?gh_jid=8161940,greenhouse::8161940,2026-08-28T10:18:52-04:00,
2026-08-29 16:13:28,jobicy,Datadog,Developer Advocate - Service Management,USA,DevOps & Infrastructure,https://jobicy.com/jobs/151723-developer-advocate-service-management,jobicy::151723,2026-08-26T05:13:39+00:00,"We are a team of engineers that translate our real-world experience to help our user communities solve problems. With a focus on service management, helping teams respond to incidents, run on-call, and automate their operations, you will work with practitioners and leaders across the industry and br"
2026-08-29 16:13:28,jobicy,Defense Unicorns,Platform Engineer,USA,DevOps & Infrastructure,https://jobicy.com/jobs/143041-platform-engineer,jobicy::143041,2026-08-27T04:15:15+00:00,"EMPLOYER IS A CONTRACTOR FOR THE U.S. GOVERNMENT. THIS POSITION WILL REQUIRE AN ACTIVE SECRET CLEARANCE TO APPLY. Role DescriptionWe are seeking a talented and experienced Platform Engineer to join our team. Possessing strong proficiency with Kubernetes, the ideal candidate will play a crucial role "
2026-08-29 16:13:28,greenhouse,elastic,Platform Engineer - Kubernetes,,,https://jobs.elastic.co/jobs?gh_jid=8047349&gh_jid=8047349,greenhouse::8047349,2026-08-27T11:26:09-04:00,
2026-08-29 16:13:28,greenhouse,elastic,Senior Site Reliability Engineer (Capacity) - Platform Infrastructure,,,https://jobs.elastic.co/jobs?gh_jid=8070615&gh_jid=8070615,greenhouse::8070615,2026-08-27T11:26:09-04:00,
2026-08-29 16:13:28,greenhouse,elastic,Senior Site Reliability Engineer (Capacity) - Platform Infrastructure,,,https://jobs.elastic.co/jobs?gh_jid=8155558&gh_jid=8155558,greenhouse::8155558,2026-08-27T11:26:09-04:00,
2026-08-29 16:13:28,greenhouse,elastic,Senior Site Reliability Engineer (Capacity) - Platform Infrastructure,,,https://jobs.elastic.co/jobs?gh_jid=8155557&gh_jid=8155557,greenhouse::8155557,2026-08-27T11:26:09-04:00,
2026-08-29 16:13:28,greenhouse,elastic,Senior Site Reliability Engineer (Capacity) - Platform Infrastructure,,,https://jobs.elastic.co/jobs?gh_jid=8155560&gh_jid=8155560,greenhouse::8155560,2026-08-27T11:26:09-04:00,
2026-08-29 16:13:28,greenhouse,fastly,Senior Cloud Engineer,,,https://www.fastly.com/about/jobs/apply?gh_jid=8082266,greenhouse::8082266,2026-08-20T15:21:32-04:00,
2026-08-29 16:13:28,greenhouse,fastly,Senior SRE - Networks,,,https://www.fastly.com/about/jobs/apply?gh_jid=8045052,greenhouse::8045052,2026-08-20T15:21:32-04:00,
2026-08-29 16:13:28,jobicy,Fieldguide,Senior Infrastructure Engineer,USA,DevOps & Infrastructure,https://jobicy.com/jobs/151592-senior-infrastructure-engineer,jobicy::151592,2026-08-25T14:42:40+00:00,"About Us Fieldguide is establishing a new state of trust for global commerce and capital markets through automating and streamlining the work of assurance and audit practitioners specifically within cybersecurity, privacy, and financial audit. Put simply, we build software for the people who enable "
